date,DB Carry Index,DB Valuation Index,DB Momentum Index,S&P 500 Index,SPX Volatility Index,MSCI EAFE Index,JP US Aggregate Bond Index,Doppio Systematic Currency
31/12/2004,439.26,328.83499,314.737,1799.55,13.29,1515.48,366.352,10000
03/01/2005,439.33,328.89301,314.79199,1784.96,14.08,1509.2,364.912,9995.68
04/01/2005,440.23,332.81299,312.41299,1764.3,13.98,1494.96,361.763,10001.35
05/01/2005,439.09,331.63101,311.66599,1758.07,14.09,1484.1,361.861,10031.28
06/01/2005,440.69,332.44101,311.75201,1764.63,13.58,1477.75,360.303,10040.18
07/01/2005,440.86,335.35199,310.19101,1762.12,13.49,1474.24,359.282,9959.89
10/01/2005,439.9,335.22101,310.15799,1768.17,13.23,1479.33,360.261,9950.45
11/01/2005,439.14,335.25101,309.79501,1757.51,13.19,1481.09,361.483,9951.22
12/01/2005,438.43,334.578,311.62299,1764.72,12.56,1486.16,364.147,9921.79
13/01/2005,438.11,335.57999,310.56699,1749.48,12.84,1480.94,363.83,9897.59
14/01/2005,437.18,335.87701,308.26501,1759.98,12.43,1477.46,362.298,9914.18
17/01/2005,436.17,336.17801,307.91501,1759.98,12.43,1483.46,362.549,9884.02
18/01/2005,436.66,336.16599,307.16101,1777.03,12.47,1475.96,361.828,9918.78
19/01/2005,440.29,336.91299,305.57901,1760.28,13.18,1479.07,362.337,9937.6
20/01/2005,443.67,338.875,303.86801,1746.61,13.83,1462.16,360.828,9947.26
21/01/2005,445.31,339.84799,304.33801,1735.42,14.36,1464.68,361.538,9902.4
24/01/2005,445.76,339.65701,304.035,1729.33,14.65,1470.96,362.697,9922.96
25/01/2005,447.11,340.646,302.91599,1736.25,14.06,1466.3,360.71,9969.84
26/01/2005,448.39,339.561,302.492,1744.72,13.44,1483.39,362.608,9993.13
27/01/2005,449.75,339.78799,300.423,1745.58,13.24,1483.77,361.807,10021.23
28/01/2005,449.71,339.36401,300.33899,1740.96,13.24,1476.17,362.027,10021
31/01/2005,450.46,340.08899,300.25101,1755.68,12.82,1486.97,362.507,10003.19
01/02/2005,450.71,340.86401,300.77301,1767.79,12.03,1491.07,361.937,9999
02/02/2005,452.08,340.233,300.487,1773.63,11.66,1498.73,362.471,10023.45
03/02/2005,453.37,341.992,300.065,1769.26,11.79,1487.96,360.863,10005.58
04/02/2005,454.44,343.87601,298.112,1788.82,11.21,1499.47,362.441,10021.32
07/02/2005,455.84,346.33701,296.039,1786.92,11.73,1496.89,361.092,9986.73
08/02/2005,456.55,346.68701,297.33701,1788.16,11.6,1488.68,359.662,9943.91
09/02/2005,457.56,346.06601,296.90201,1773.28,12,1489.58,360.467,9951.57
10/02/2005,461.32,346.388,295.98199,1780.8,11.51,1500.85,361.176,10005.88
11/02/2005,463.39,348.40302,295.629,1793.54,11.43,1508.89,360.627,10057.6
14/02/2005,460.97,345.06201,296.522,1794.98,11.52,1522.38,361.891,10028.32
15/02/2005,459.11,343.54001,297.159,1801.06,11.27,1527.88,361.861,10005.54
16/02/2005,458.18,342.44,298.99399,1801.59,11.1,1519.62,361.224,9961.43
17/02/2005,458.76,342.53,300.01199,1787.41,11.77,1526.93,361.897,9968.83
18/02/2005,459.76,342.742,300.509,1788.65,11.18,1529.69,360.7,9974.02
21/02/2005,460.48,342.64801,299.87201,1788.65,11.18,1530.35,360.617,9962.8
22/02/2005,456,338.315,301.034,1762.76,13.14,1538.06,362.93,9887.31
23/02/2005,454.13,337.005,301.81,1772.76,12.39,1522.29,362.442,9846.54
24/02/2005,456.03,336.86499,301.48499,1787.34,11.57,1522.48,361.998,9862.22
25/02/2005,456.64,336.72,300.93799,1804.17,11.49,1537.87,362.153,9867.14
28/02/2005,456.37,336.41101,301.23099,1792.63,12.08,1548.6,363.176,9884.92
01/03/2005,456.1,336.93201,300.62201,1802.79,12.04,1548.65,361.681,9908.81
02/03/2005,457.09,339.63199,300.479,1802.92,12.5,1542.2,360.317,9885.65
03/03/2005,458.7,339.47699,300.272,1803.51,12.93,1544.26,360.46,9902.24
04/03/2005,459.62,338.741,300.79999,1820.88,11.94,1564.49,363.249,9889.5
07/03/2005,460.97,339.96399,301.215,1825.7,12.26,1559.29,362.588,9918.06
08/03/2005,460.09,338.38199,302.73199,1817.12,12.4,1568.18,364.131,9914.27
09/03/2005,457.25,337.69699,304.37701,1798.79,12.7,1565.79,363.356,9934.53
10/03/2005,455.06,337.474,306.02399,1802.2,12.49,1557.02,363.869,9919.12
11/03/2005,455.2,336.50299,305.83499,1789.01,12.8,1565.04,364.146,9916.31
14/03/2005,456.11,339.08099,306.41199,1799.14,12.39,1551.44,362.599,9916.67
15/03/2005,453.41,340.702,305.422,1785.61,13.15,1556.56,362.644,9965.27
16/03/2005,455.64,338.66199,306.293,1771.35,13.49,1554.36,364.371,9947.94
17/03/2005,456.72,339.35501,306.24899,1774.55,13.29,1546.57,363.882,9942.69
18/03/2005,458.86,341.664,305.47299,1773.72,13.14,1543.16,362.325,9956.36
21/03/2005,456.18,343.97299,304.42499,1764.98,13.61,1531.58,360.552,9974.51
22/03/2005,455.4,345.09399,304.54001,1747.03,14.27,1535.08,360.598,9962.11
23/03/2005,454.07,347.02399,303.78799,1748.28,14.06,1507.64,357.532,9970.87
24/03/2005,454.8,347.70901,302.97299,1746.62,13.42,1505.74,357.119,9979.43
25/03/2005,454.83,347.728,302.98999,1746.62,13.42,1507.25,357.157,9975.02
28/03/2005,454.93,347.785,303.039,1750.88,13.75,1499.83,355.521,9946.34
29/03/2005,456.72,349.452,302.52399,1737.94,14.49,1496.56,356.054,9890.84
30/03/2005,455.28,347.06299,303.09299,1762.09,13.64,1496.35,357.221,9928.98
31/03/2005,457.39,349.10999,302.444,1760.89,14.02,1503.85,358.88,9898.64
01/04/2005,457.97,349.78,302.27499,1749.45,14.09,1506.54,358.763,9896.49
04/04/2005,459.08,350.591,301.44501,1754.43,14.11,1486.31,356.773,9905.34
05/04/2005,458.75,349.87299,301.90302,1762.32,13.68,1498.14,356.614,9900.33
06/04/2005,459.12,348.65601,302.185,1766.69,13.15,1503.97,356.981,9890.27
07/04/2005,458.21,348.28601,302.56299,1777.35,12.33,1513.53,357.893,9913.93
08/04/2005,460.21,348.086,301.789,1762.52,12.62,1512.05,356.726,9956.99
11/04/2005,460.63,345.79599,300.914,1762.56,11.98,1518.07,358.836,10018.62
12/04/2005,462.79,348.04999,299.48199,1772.43,11.3,1504.09,358.484,10067.84
13/04/2005,464.02,349.121,298.491,1751.77,13.31,1512.5,359.399,10135.33
14/04/2005,465.29,351.06299,297.76901,1734.25,14.53,1496.23,357.858,10144.54
15/04/2005,461.18,347.44601,299.086,1705.26,17.74,1485.45,360.371,10066.77
18/04/2005,458.86,343.323,300.83301,1710.27,16.56,1460.44,361.744,9954.35
19/04/2005,460.2,344.25101,300.78101,1720.43,14.96,1476.3,362.865,9991.96
20/04/2005,460.34,343.05899,302.23001,1697.74,16.92,1475.56,363.424,9981.48
21/04/2005,460.81,344.25,301.69901,1731.27,14.41,1475.07,363.229,10008.52
22/04/2005,461.65,344.789,300.789,1719.66,15.38,1486.93,363.943,10066.09
25/04/2005,461.52,345.79199,299.64301,1734.56,14.62,1484.58,363.177,10082.65
26/04/2005,460.27,345.26401,299.362,1719.09,14.91,1477.35,362.692,10054.1
27/04/2005,460.02,345.19601,298.77802,1726.21,14.87,1463.53,363.265,10047.2
28/04/2005,463.41,346.73199,298.87799,1707.13,16.86,1458.62,363.217,10045.13
29/04/2005,462.63,346.82401,298.46701,1727.49,15.31,1462.87,363.654,10046.98
02/05/2005,462.74,346.88199,298.517,1735.43,15.12,1460.37,362.799,10080.12
03/05/2005,460.24,346.48401,298.336,1733.95,14.53,1467.76,363.443,10065.88
04/05/2005,461.6,345.92499,299.26199,1755.92,13.85,1481.02,364.694,10057.11
05/05/2005,462.27,346.69199,299.04901,1751.47,13.98,1485.66,364.822,10066.73
06/05/2005,463.69,349.82001,297.789,1749.65,14.05,1487.51,362.596,10100.98
09/05/2005,462.46,349.86801,298.422,1760.87,13.75,1479.41,361.807,10127.47
10/05/2005,462.42,349.177,299.26599,1742.06,14.91,1475.65,363.149,10105.05
11/05/2005,462.01,349.784,298.75,1750.26,14.45,1466.95,362.739,10060.46
12/05/2005,462.11,351.448,297.345,1732.89,16.12,1460.71,361.138,10147.51
13/05/2005,461.25,351.35101,296.47198,1725.15,16.32,1451.53,360.589,10125.15
16/05/2005,456.74,349.70001,296.26501,1742.74,15.68,1440.69,359.937,10127.48
17/05/2005,457.79,350.065,297.668,1755.1,14.57,1439.66,360.104,10127.46
18/05/2005,459.76,350.246,298.79501,1773.01,13.63,1451.63,360.843,10138.45
19/05/2005,460.23,351.19501,298.888,1781.28,13.32,1461.12,360.178,10134.1
20/05/2005,461.98,353.10101,299.203,1778.59,13.14,1453.77,358.705,10135.1
23/05/2005,461.98,353.45001,299.57199,1785.46,12.95,1465.91,360.043,10135.65
24/05/2005,462.33,352.99301,300.24301,1785.8,12.69,1466.32,360.715,10097.45
25/05/2005,461.23,351.23199,300.07199,1779.81,12.58,1462.47,360.87,10071.54
26/05/2005,460.63,352.87799,300.24301,1791.41,12.24,1462.22,359.614,10096
27/05/2005,461.73,352.64499,302.07401,1793.34,12.15,1466.52,359.848,10091.58
30/05/2005,461.84,352.703,302.12299,1793.34,12.15,1468.92,359.217,10147.3
31/05/2005,462.49,356.94101,300.17801,1782.46,13.29,1457.36,358.802,10217.28
01/06/2005,460.88,358.70901,299.888,1799.15,12.36,1463.84,358.807,10298.09
02/06/2005,461.78,358.03101,300.05301,1802.19,11.84,1466.31,359.256,10269.09
03/06/2005,461.49,359.448,299.93701,1789.83,12.15,1465.86,359.114,10320.28
06/06/2005,463.68,359.672,301.78299,1792.14,12.28,1466.17,359.809,10327.38
07/06/2005,465.74,359.54999,301.86401,1791.89,12.39,1476.21,360.607,10318.93
08/06/2005,465.66,360.97601,302.03299,1788.3,12.7,1480.67,361.384,10325.42
09/06/2005,467.8,361.64401,302.57199,1797.72,12.08,1463.43,359.067,10335.2
10/06/2005,467.67,364.504,302.767,1793.51,11.96,1464.03,357.284,10287.21
13/06/2005,470.73,366.211,303.237,1798.07,11.65,1457.59,355.09,10288.16
14/06/2005,467.11,368.505,305.077,1802.73,11.79,1461.34,355.041,10328.7
15/06/2005,472.6,368.54501,305.27301,1806.78,11.46,1465.34,355.297,10299.83
16/06/2005,473.7,369.517,306.52899,1813.35,11.15,1470.68,355.092,10323.44
17/06/2005,471.09,366.05099,305.009,1822.35,11.48,1490.1,357.096,10285.22
20/06/2005,470.61,368.61499,306.44101,1821.06,11.47,1479.19,355.754,10283.54
21/06/2005,471.18,369.15799,307.155,1817.36,11.08,1486.75,357.222,10325.59
22/06/2005,473.4,370.70401,307.75101,1817.8,11.05,1488.03,358.357,10333.26
23/06/2005,471.96,374.76599,308.79199,1798.49,12.13,1484.91,357.352,10326.97
24/06/2005,471.5,372.65201,306.76401,1784.77,12.18,1476.75,357.994,10298.33
27/06/2005,471.21,370.88699,305.97299,1783.45,12.52,1469.42,359.243,10275.77
28/06/2005,470.73,373.49899,307.20499,1800.07,11.58,1472.46,357.27,10237.71
29/06/2005,471.11,372.91901,307.48401,1797.73,11.77,1474.46,356.736,10204.76
30/06/2005,470.49,373.168,308.11099,1784.99,12.04,1473.72,357.39,10163.51
01/07/2005,468.32,374.048,307.24799,1789.85,11.4,1467.29,354.571,10221.11
04/07/2005,467.92,375.83701,308.483,1789.85,11.4,1466.01,353.503,10215.74
05/07/2005,464.4,373.655,306.17099,1805.68,11.68,1462.23,352.657,10235.44
06/07/2005,462.56,373.397,305.31601,1791.05,12.27,1469.45,352.995,10237.17
07/07/2005,461.68,373.42599,306.754,1795.55,12.49,1450.18,353.652,10261.84
08/07/2005,463.32,375.42599,308.88901,1816.52,11.45,1461.25,353.142,10241.86
11/07/2005,463.66,373.845,308.08401,1827.91,11.28,1482.99,354.603,10265.72
12/07/2005,463.7,371.47198,307.14899,1832.15,10.95,1493.93,356.419,10292.84
13/07/2005,462.08,373.01801,306.72198,1833.98,10.84,1486.57,354.15,10250.2
14/07/2005,463.72,374.01199,307.457,1838.8,10.81,1495.58,354.11,10249.67
15/07/2005,463.13,374.37399,307.155,1840.93,10.33,1488.32,353.329,10280.78
18/07/2005,464.55,376.328,308.93301,1830.75,10.77,1489.31,353.727,10247.43
19/07/2005,465.84,376.95499,309.655,1843.07,10.45,1482.8,352.28,10227.81
20/07/2005,467.64,376.13501,310.745,1852.02,10.23,1482.43,352.225,10284.05
21/07/2005,466.56,375.41699,310.79401,1839.8,10.97,1503.12,354.528,10264.18
22/07/2005,466.68,378.017,312.57999,1849.81,10.52,1501.53,355.264,10271.78
25/07/2005,468.08,376.82199,312.14001,1842.84,11.1,1499.7,354.335,10295.26
26/07/2005,468.98,376.026,311.53299,1846.04,10.99,1493.95,353.275,10316.4
27/07/2005,467.97,374.901,310.29599,1854.72,10.36,1500.84,353.366,10352.16
28/07/2005,468.4,372.28,308.724,1865.64,10.52,1510.02,354.284,10386.34
29/07/2005,466.45,372.61301,310.384,1851.37,11.57,1518.15,354.712,10388.49
01/08/2005,466.87,371.43201,310.17599,1853.13,12.08,1526.36,354.714,10414.61
02/08/2005,466.79,371.439,310.04199,1866.28,11.75,1537.41,354.821,10372.3
03/08/2005,467,368.491,309.62,1868.06,11.83,1547.95,356.566,10399.63
04/08/2005,465.56,367.19501,308.76599,1854.3,12.52,1542.04,356.945,10385.36
05/08/2005,466.59,368.57101,307.93701,1840.19,12.48,1528.5,355.287,10390.12
08/08/2005,465.99,367.595,307.09299,1835.37,13.21,1539.47,355.677,10408.02
09/08/2005,466.25,367.12,306.50699,1847.76,12.4,1546.51,355.471,10420.4
10/08/2005,465.58,367.711,306.978,1845.16,12.38,1570.09,356.913,10388.75
11/08/2005,467.5,366.78101,306.91699,1858.43,12.42,1580.1,358.26,10384.65
12/08/2005,467.5,367.50699,306.78,1847.31,12.74,1578.87,359.563,10384.17
15/08/2005,467.6,369.548,306.13199,1852.78,12.26,1572.58,358.723,10322.28
16/08/2005,469.34,370.39499,306.69699,1830.98,13.52,1568.66,358.986,10331.88
17/08/2005,467.36,369.95001,305.948,1832.82,13.3,1561.42,358.395,10341.59
18/08/2005,468.19,370.354,304.96899,1831.09,13.42,1542.36,357.031,10358.41
19/08/2005,469.03,372.76199,306.09601,1832.29,13.42,1548.4,356.626,10388.01
22/08/2005,467.89,372.15799,306.29999,1835.32,13.42,1566.88,358.033,10385.84
23/08/2005,469.4,373.16101,307.172,1829.11,13.34,1556.83,357.956,10397.76
24/08/2005,468.19,371.948,306.84799,1817.22,14.17,1555.1,358.609,10365.08
25/08/2005,467.68,370.85699,306.38,1821.45,13.73,1549.56,359.505,10325.27
26/08/2005,465.31,369.496,305.08701,1810.52,13.72,1549.34,360.026,10399.28
29/08/2005,465.45,369.55701,305.138,1821.56,13.52,1537.93,359.07,10356.86
30/08/2005,467.22,372.42899,306.67899,1815.97,13.65,1533.11,358.14,10311.2
31/08/2005,467.69,368.556,304.936,1834.48,12.6,1552.51,360.595,10295.15
01/09/2005,468.14,365.59601,304.07901,1836.37,13.15,1583.16,363.938,10343.14
02/09/2005,466.67,361.62799,301.745,1831.06,13.57,1592.3,365.216,10322.05
05/09/2005,467.99,364.15201,303.51099,1831.06,13.57,1599.83,365.225,10402.52
06/09/2005,469.96,365.01099,303.82901,1854.23,12.93,1602.83,363.972,10415
07/09/2005,469.52,366.181,304.60199,1859,12.52,1603.09,362.887,10400.37
08/09/2005,473.4,369.02301,306.52399,1852,12.93,1595.7,362.479,10431.8
09/09/2005,472.84,369.159,307.15399,1866.74,11.98,1608.1,363.424,10434.8
12/09/2005,473.16,371.79001,308.63901,1865.45,11.65,1601.87,360.63,10512.2
13/09/2005,474.94,373.15201,309.013,1851.87,12.39,1591.69,360.484,10499.19
14/09/2005,475.98,372.48499,309.586,1845.84,12.91,1600.04,361.132,10538.03
15/09/2005,476.08,373.77399,310.97501,1846.76,12.49,1595.47,359.455,10538.05
16/09/2005,477.78,374.66901,311.58499,1862.11,11.22,1599.4,358.349,10529.48
19/09/2005,478.37,378.09201,313.62799,1851.74,12.14,1596.15,358.152,10608.96
20/09/2005,474.05,378.25201,313.99399,1837.2,12.64,1606.92,358.398,10597.58
21/09/2005,476.4,377.22198,313.608,1820.49,13.79,1602.85,360.002,10571.49
22/09/2005,474.45,377.08099,313.901,1827.54,13.33,1589.01,358.914,10535.35
23/09/2005,475.62,378.32901,314.59299,1828.54,12.96,1584.26,356.939,10478.93
26/09/2005,476.58,378.965,314.505,1829.05,13.04,1602.73,355.48,10485.56
27/09/2005,476.95,378.89401,314.91299,1829.13,12.76,1591.11,354.511,10440.55
28/09/2005,478.29,379.88101,314.92099,1831.32,12.63,1608.56,354.659,10505.58
29/09/2005,477.97,381.32101,314.95401,1847.62,12.24,1615.82,354.549,10573.69
30/09/2005,479.48,382.26801,316.08701,1849.33,11.92,1618.84,354.778,10582.16
03/10/2005,482.13,385.21799,317.11301,1846.17,12.46,1610.08,351.859,10603.36
04/10/2005,484.13,385.802,316.354,1827.96,13.2,1618.86,352.256,10631.22
05/10/2005,480.09,382.82001,313.80801,1801.4,14.55,1603.75,352.955,10610.13
06/10/2005,477.08,378.13101,311.56601,1794.04,14.96,1592.87,355.127,10642.91
07/10/2005,477.28,379.50299,313.276,1800.71,14.59,1585.55,354.696,10656.74
10/10/2005,480.13,381.966,315.01099,1787.8,15.55,1581.47,353.821,10720.65
11/10/2005,478.87,380.93399,315.05499,1784.22,15.63,1587,352.731,10687.27
12/10/2005,480.54,380.83899,316.091,1773.6,16.22,1581.86,352.541,10713.01
13/10/2005,480.61,381.431,315.483,1772.36,16.47,1559.2,350.356,10631.88
14/10/2005,481.91,380.57901,315.08401,1787.01,14.87,1573.4,352.263,10597.57
17/10/2005,483.15,381.33099,316.64801,1792.33,14.67,1565.82,351.37,10685.54
18/10/2005,484.65,384.362,318.85599,1774.32,15.33,1551.91,349.907,10722.63
19/10/2005,486.08,384.13599,319.47501,1801.01,13.5,1533.92,351.327,10707.52
20/10/2005,487.22,384.73801,320.362,1774.02,16.11,1539.72,351.109,10702.12
21/10/2005,488.73,385.23401,320.45001,1776.73,16.13,1536.94,352.27,10682.86
24/10/2005,488.93,385.36099,319.789,1806.59,14.74,1543.85,351.753,10697.09
25/10/2005,487.96,383.04901,319.34698,1802.3,14.53,1559.11,352.577,10671.12
26/10/2005,488.63,383.10101,320.45599,1794.56,14.59,1562.45,350.643,10689.78
27/10/2005,488.75,383.009,320.63599,1776,16.02,1560.06,351.793,10684.55
28/10/2005,487.61,383.16299,319.72501,1805.56,14.25,1552.13,351.008,10649.44
31/10/2005,489.85,384.44601,320.728,1818.5,15.32,1570.83,349.376,10656.18
01/11/2005,489.04,384.34799,321.504,1812.11,14.85,1579.49,348.92,10657.97
02/11/2005,487.51,381.186,319.362,1830.43,13.48,1590.09,349.299,10518.1
03/11/2005,488.99,382.979,320.159,1838.86,13,1601.01,348.069,10536.83
04/11/2005,489.55,384.89999,321.20401,1839.16,13.17,1583.55,344.91,10550.36
07/11/2005,487.68,385.91199,320.681,1843.27,13.1,1587.75,344.873,10600.86
08/11/2005,488.25,386.15701,320.716,1837.8,13.08,1587.83,345.607,10586.36
09/11/2005,491.22,387.35699,322.763,1841,12.8,1581.58,344.54,10588.86
10/11/2005,492.43,387.01401,323.254,1856.9,11.9,1580.18,345.031,10533.89
11/11/2005,491.12,388.26199,323.203,1862.56,11.63,1590.65,344.666,10531.77
14/11/2005,490.37,388.26099,322.987,1861.25,12.18,1584,344.001,10536.25
15/11/2005,493.69,391.009,324.401,1854.28,12.23,1575.58,344.096,10511.63
16/11/2005,493.18,391.44299,324.82901,1857.97,12.26,1569.86,344.905,10512.54
17/11/2005,492.49,392.121,324.961,1875.49,11.25,1590.13,346.194,10519.27
18/11/2005,491.58,391.077,324.35199,1883.99,11.12,1599.68,344.661,10478.06
21/11/2005,493.48,392.23001,325.25201,1893.93,10.82,1607.68,346.126,10518.09
22/11/2005,491.93,391.03299,325.431,1903.66,10.6,1603.31,345.955,10521.8
23/11/2005,491.82,390.655,324.99899,1910.39,10.96,1617.11,347.031,10508.49
24/11/2005,493.83,391.77802,325.76099,1910.39,10.96,1612.99,347.631,10525.45
25/11/2005,494.71,392.798,327.517,1914.4,10.88,1610.48,346.88,10568.28
28/11/2005,494.58,391.48801,326.37201,1898.37,11.84,1614.69,347.926,10522.96
29/11/2005,496.29,393.95901,327.629,1898.74,11.89,1612.15,346.609,10569.73
30/11/2005,498.19,394.66699,328.37701,1887.28,12.06,1606.14,346.932,10569.02
01/12/2005,501.69,397.987,330.328,1910.23,11.24,1619.16,345.858,10632.35
02/12/2005,504.04,398.58301,331.383,1910.86,11.01,1632.9,345.642,10695.36
05/12/2005,505.64,396.63199,331.202,1906.42,11.6,1637.56,345.789,10713.6
06/12/2005,504.99,397.84,330.797,1908.89,11.52,1643.05,346.824,10714.53
07/12/2005,501.74,397.06699,330.707,1899.69,12.18,1639.33,346.045,10651.78
08/12/2005,500.64,393.039,327.21399,1897.57,12.21,1641.85,348.019,10619.42
09/12/2005,502.32,394.552,328.504,1902.92,11.69,1648.64,347.122,10637.71
12/12/2005,502.83,392.035,326.67899,1904.59,11.47,1669.23,348.847,10582.75
13/12/2005,501.77,392.608,327.565,1915.3,11.11,1670.52,348.916,10600.69
14/12/2005,496.5,389.229,322.76001,1923.43,10.48,1681.04,352.312,10464.04
15/12/2005,491.48,388.314,321.595,1920.85,10.73,1666.24,351.499,10357.29
16/12/2005,489.68,386.73901,320.125,1915.4,10.68,1680.59,352.87,10305
19/12/2005,487.54,386.435,319.34,1904.21,11.38,1680.64,352.747,10250.35
20/12/2005,488.42,388.41299,321.11899,1903.81,11.19,1677.31,350.972,10269.2
21/12/2005,487.71,389.29599,322.896,1908.65,10.81,1680.75,349.374,10311.09
22/12/2005,484.7,387.034,321.91,1917.16,10.29,1686.48,350.768,10363.46
23/12/2005,482.83,386.79901,321.34399,1918.25,10.27,1688.44,351.385,10355.77
26/12/2005,483,386.87201,321.40399,1918.25,10.27,1690.97,351.438,10323.78
27/12/2005,483.05,386.896,321.42401,1899.93,11.57,1687.25,351.395,10320.81
28/12/2005,485.15,387.12601,322.98801,1902.74,11.35,1695.05,352.085,10347.61
29/12/2005,488.05,389.39801,323.71799,1897.2,11.61,1696.07,351.023,10355.95
30/12/2005,488.17,389.918,324.133,1887.94,12.07,1680.13,350.392,10374.22
02/01/2006,488.33,389.99399,324.19601,1887.94,12.07,1684.06,350.354,10359.25
03/01/2006,483.58,383.65302,320.466,1918.96,11.14,1714.66,353.482,10325.53
04/01/2006,484.74,381.94199,319.17401,1926.39,11.37,1746.61,355.884,10331.48
05/01/2006,482.99,381.241,318.17801,1926.44,11.31,1748.3,356.278,10278.27
06/01/2006,482.7,380.32599,315.97,1945.01,11,1766.02,357.574,10226.11
09/01/2006,484.35,383.513,317.16299,1952.13,11.13,1763.64,356.993,10205.82
10/01/2006,486.38,385.767,318.073,1951.53,10.86,1747.46,356.335,10210.13
11/01/2006,486.14,386.625,317.686,1958.56,10.94,1762.2,356.434,10187.24
12/01/2006,486.43,387.84601,318.53601,1946.28,11.2,1763.95,356.604,10170
13/01/2006,487.61,387.14001,317.759,1948.64,11.23,1758.89,357.44,10200.61
16/01/2006,488.23,387.207,319.02301,1948.64,11.23,1759.15,357.615,10222
17/01/2006,487.43,387.09698,318.77802,1941.57,11.91,1732.17,356.851,10253.6
18/01/2006,485.03,385.99701,317.08301,1934.21,12.25,1712.27,357.433,10213.93
19/01/2006,482.79,384.04599,316.638,1944.98,11.98,1732.83,356.841,10287.61
20/01/2006,483.51,383.63,317.16,1909.35,14.56,1725.22,356.596,10344.91
23/01/2006,480.73,378.293,313.99399,1912.91,13.93,1733.64,359.221,10448.09
24/01/2006,480.1,377.668,313.32999,1917.54,13.31,1736.15,359.034,10451.78
25/01/2006,483.44,378.78601,315.92401,1914.28,12.87,1745.97,357.416,10429.72
26/01/2006,485.11,380.45001,316.76501,1928.17,12.42,1761.47,356.237,10430.98
27/01/2006,487.01,383.40302,319.146,1943.34,11.97,1775.83,354.442,10421.52
30/01/2006,488.3,385.18399,320.40701,1945.66,12.39,1771.81,353.443,10380.43
31/01/2006,489.67,384.96899,319.142,1937.93,12.95,1782.57,354.619,10416.47
01/02/2006,492.21,386.16699,322.20001,1941.75,12.36,1783.86,353.349,10351.07
02/02/2006,494.56,386.99899,323.12201,1924.67,13.23,1772.84,352.849,10396.51
03/02/2006,494.22,388.14999,324.42001,1914.5,12.96,1758.89,351.837,10375.6
06/02/2006,492.27,388.12201,325.01801,1916.04,13.04,1760.26,351.845,10291.24
07/02/2006,490.16,388.27499,323.61301,1900.58,13.59,1755.53,351.481,10309.39
08/02/2006,489,386.55899,323.86499,1917.84,12.83,1738.12,351.122,10326.82
09/02/2006,489.35,386.65399,324.04501,1915.1,13.12,1756.25,351.625,10342.81
10/02/2006,490.08,389.151,323.12299,1920,12.87,1745.31,351.477,10300.11
13/02/2006,492.2,391.353,324.56,1914.02,13.35,1739.37,351.061,10244.98
14/02/2006,489.43,391.552,324.216,1933.46,12.25,1741.55,350.684,10245.95
15/02/2006,491.86,391.87799,324.004,1940.68,12.31,1741.82,351.214,10263
16/02/2006,490.1,390.328,325.55301,1955.06,11.48,1747.96,350.904,10247.25
17/02/2006,490.61,388.41699,326.47,1951.83,12.01,1745.96,352.054,10286.23
20/02/2006,491.24,388.66599,326.625,1951.83,12.01,1745.96,352.653,10296.58
21/02/2006,491.01,388.048,327.892,1945.45,12.41,1753.46,351.623,10248.45
22/02/2006,489.38,387.97501,327.125,1960.26,11.88,1757.08,351.91,10249
23/02/2006,489.18,387.59299,326.23499,1953.37,11.87,1773.94,352.504,10244.29
24/02/2006,490.83,390.45499,326.36301,1956.14,11.46,1774.67,351.851,10205.48
27/02/2006,490.01,390.88599,327.34201,1963.58,11.59,1784.59,351.745,10171.21
28/02/2006,490.14,389.85199,326.71201,1943.19,12.34,1776.42,353.287,10184.92
01/03/2006,491.4,389.836,328.26599,1959.76,11.54,1779.2,352.904,10175.7
02/03/2006,491.53,389.96799,327.13501,1956.6,11.72,1773.55,352.509,10230.45
03/03/2006,490.42,387.55301,327.73401,1953.74,11.96,1768.87,352.2,10274.21
06/03/2006,489.68,385.44699,328.64001,1940.2,12.74,1775.21,351.348,10282.95
07/03/2006,488.25,386.513,329.12601,1936.68,12.66,1751.53,349.596,10211.74
08/03/2006,487.23,393.57199,327.34601,1941.17,12.32,1741.99,349.745,10271.01
09/03/2006,487.24,386.19,327.14899,1931.73,12.68,1762.04,349.964,10266.07
10/03/2006,485.77,383.86801,328.56,1945.92,11.85,1762.2,348.186,10306.79
13/03/2006,486.39,383.18301,328.35699,1950.39,11.37,1784.17,348.332,10310.23
14/03/2006,481.18,379.60699,327.12601,1970.65,10.74,1798.91,351.19,10288.77
15/03/2006,482.97,380.95599,326.121,1979.21,11.35,1803.82,350.979,10316.68
16/03/2006,476.7,375.68201,325.664,1982.76,11.98,1812.63,353.344,10322.59
17/03/2006,472.9,373.138,323.35101,1985.69,12.12,1822.98,353.569,10328.15
20/03/2006,469.32,369.54199,324.311,1982.4,11.79,1831.88,353.78,10347.5
21/03/2006,471.58,371.46201,325.5,1970.5,11.62,1820.67,351.927,10340.8
22/03/2006,473.17,372.98901,324.96799,1982.4,11.21,1824.11,352.298,10325.88
23/03/2006,475.39,375.19901,326.202,1977.29,11.17,1807.24,350.459,10301.64
24/03/2006,471.46,371.75201,326.87299,1979.24,11.19,1818.84,351.449,10372.29
27/03/2006,466.57,368.621,326.55701,1977.19,11.46,1817.44,352.217,10398.45
